REF_DATE,GEO,DGUID,Coordinate,Long-form data quality indicators – Housing characteristics (20):Tenure - Non-response rate[1],Symbol,Long-form data quality indicators – Housing characteristics (20):Tenure - Imputation rate[2],Symbol,Long-form data quality indicators – Housing characteristics (20):Condominium status - Non-response rate[3],Symbol,Long-form data quality indicators – Housing characteristics (20):Condominium status - Imputation rate[4],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of rooms - Non-response rate[5],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of rooms - Imputation rate[6],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of bedrooms - Non-response rate[7],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of bedrooms - Imputation rate[8],Symbol,Long-form data quality indicators – Housing characteristics (20):Period of construction - Non-response rate[9],Symbol,Long-form data quality indicators – Housing characteristics (20):Period of construction - Imputation rate[10],Symbol,Long-form data quality indicators – Housing characteristics (20):Dwelling condition - Non-response rate[11],Symbol,Long-form data quality indicators – Housing characteristics (20):Dwelling condition - Imputation rate[12],Symbol,Long-form data quality indicators – Housing characteristics (20):Rent monthly cash - Non-response rate[13],Symbol,Long-form data quality indicators – Housing characteristics (20):Rent monthly cash - Imputation rate[14],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly mortgage payments - Non-response rate[15],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly mortgage payments - Imputation rate[16],Symbol,Long-form data quality indicators – Housing characteristics (20):Value (owner estimated) - Non-response rate[17],Symbol,Long-form data quality indicators – Housing characteristics (20):Value (owner estimated) - Imputation rate[18],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly use or occupancy payment for dwelling - Non-response rate[19],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly use or occupancy payment for dwelling - Imputation rate[20],Symbol
2021,"Moncton (CMA), N.B.",2021S0503305,98,2.9,,2.4,,2.5,,2.0,,2.6,,4.4,,2.5,,2.8,,3.5,,3.5,,2.7,,2.7,,5.4,,5.7,,3.8,,3.9,,4.6,,5.2,,0.0,,0.0,
2021,Hopewell (1306001) P,2021A00051306001,99,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.6,,3.6,,0.0,,0.0,,0.0,,0.0,,3.9,,3.9,,9.8,,9.8,,0.0,,0.0,
2021,Elgin (1306008) P,2021A00051306008,100,5.2,,5.2,,5.3,,5.3,,5.2,,5.2,,5.2,,5.2,,5.2,,5.2,,5.2,,5.2,,0.0,,0.0,,9.9,,9.9,,14.3,,14.3,,0.0,,0.0,
2021,Hillsborough (1306011) P,2021A00051306011,101,3.3,,3.3,,3.3,,3.3,,3.3,,5.7,,3.3,,5.7,,3.3,,3.3,,3.3,,3.3,,0.0,,0.0,,0.0,,0.0,,6.1,,8.7,,0.0,,0.0,
2021,Coverdale (1306014) P,2021A00051306014,102,2.9,,2.7,,2.4,,2.4,,2.4,,4.0,,2.7,,2.9,,2.7,,2.7,,2.7,,2.7,,0.0,,0.0,,5.4,,5.4,,7.3,,7.6,,0.0,,0.0,
2021,Riverview (1306020) TV,2021A00051306020,103,1.7,,1.5,,1.4,,1.2,,1.6,,2.8,,1.5,,1.7,,2.0,,2.0,,1.6,,1.6,,3.6,,3.6,,2.9,,3.1,,3.3,,4.3,,0.0,,0.0,
2021,Hillsborough (1306025) VL,2021A00051306025,104,1.8,,1.8,,1.8,,0.0,,1.8,,3.6,,1.8,,1.8,,1.8,,1.8,,1.8,,1.8,,0.0,,0.0,,0.0,,0.0,,5.7,,6.8,,0.0,,0.0,
2021,Dorchester (1307011) P,2021A00051307011,105,5.0,,5.0,,5.1,,5.1,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,0.0,,0.0,,13.5,,13.5,,13.5,,16.2,,0.0,,0.0,
2021,Dorchester (1307012) VL,2021A00051307012,106,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Memramcook (1307013) VL,2021A00051307013,107,3.6,,3.1,,3.1,,3.1,,3.1,,5.0,,3.1,,3.6,,3.4,,3.4,,3.4,,3.4,,0.0,,0.0,,8.0,,8.5,,10.4,,10.4,,0.0,,0.0,
2021,Fort Folly 1 (1307014) IRI,2021A00051307014,108,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,Moncton (1307019) P,2021A00051307019,109,1.8,,1.4,,1.4,,1.6,,1.6,,2.9,,1.4,,1.7,,1.8,,1.8,,1.6,,1.6,,0.0,,0.0,,5.0,,5.0,,5.7,,7.0,,0.0,,0.0,
2021,Moncton (1307022) C,2021A00051307022,110,3.5,,2.9,,3.0,,2.3,,3.1,,5.2,,2.9,,3.4,,4.4,,4.4,,3.2,,3.2,,5.7,,6.0,,3.7,,3.8,,4.4,,4.8,,0.0,,0.0,
2021,Salisbury (1307028) VL,2021A00051307028,111,1.5,,1.0,,1.0,,1.0,,2.1,,2.6,,1.0,,1.5,,2.6,,2.6,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,2.7,,2.7,,0.0,,0.0,
2021,Dieppe (1307045) C,2021A00051307045,112,1.9,,1.6,,1.8,,1.3,,1.9,,3.8,,1.9,,2.0,,2.5,,2.5,,1.9,,1.9,,4.4,,4.7,,2.4,,2.6,,2.5,,2.9,,0.0,,0.0,
2021,Saint-Paul (1308008) P,2021A00051308008,113,5.4,,2.7,,2.7,,2.7,,2.7,,6.8,,2.7,,2.7,,5.4,,5.4,,2.7,,2.7,,0.0,,0.0,,4.7,,6.3,,6.3,,12.5,,0.0,,0.0,
2021,"Saint John (CMA), N.B.",2021S0503310,114,2.8,,2.4,,2.8,,2.4,,2.5,,4.4,,2.5,,2.8,,3.7,,3.7,,2.8,,2.8,,6.5,,6.8,,3.8,,4.0,,5.2,,6.2,,0.0,,0.0,
2021,Saint Martins (1301001) P,2021A00051301001,115,1.8,,1.8,,1.8,,1.8,,1.8,,3.6,,1.8,,1.8,,1.8,,1.8,,3.6,,3.6,,0.0,,0.0,,3.1,,4.1,,9.2,,10.2,,0.0,,0.0,
2021,St. Martins (1301002) VL,2021A00051301002,116,7.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Simonds (1301004) P,2021A00051301004,117,1.6,,0.9,,1.6,,1.6,,1.6,,3.1,,1.6,,1.9,,1.6,,1.6,,1.3,,1.3,,0.0,,0.0,,4.0,,4.0,,6.0,,7.7,,0.0,,0.0,
2021,Saint John (1301006) C,2021A00051301006,118,3.5,,3.0,,3.5,,2.9,,3.1,,5.3,,3.1,,3.5,,5.0,,5.0,,3.5,,3.5,,6.5,,6.8,,4.3,,4.6,,5.9,,7.0,,0.0,,0.0,
2021,Musquash (1301016) P,2021A00051301016,119,0.0,,0.0,,0.0,,0.0,,0.0,,3.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,4.0,,3.0,,5.0,,0.0,,0.0,
2021,Lepreau (1302008) P,2021A00051302008,120,0.0,,0.0,,0.0,,0.0,,0.0,,2.6,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.3,,11.1,,0.0,,0.0,
2021,Petersville (1304001) P,2021A00051304001,121,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,0.0,,0.0,,16.1,,16.1,,16.1,,16.1,,0.0,,0.0,
2021,Upham (1305004) P,2021A00051305004,122,2.7,,1.8,,1.8,,1.8,,1.8,,2.7,,1.8,,1.8,,2.7,,2.7,,1.8,,1.8,,0.0,,0.0,,3.9,,4.9,,8.8,,9.8,,0.0,,0.0,
2021,Hampton (1305006) P,2021A00051305006,123,1.3,,1.3,,2.6,,2.2,,2.1,,4.7,,1.7,,2.1,,1.7,,1.7,,2.1,,2.1,,0.0,,0.0,,3.6,,4.1,,4.5,,5.0,,0.0,,0.0,
2021,Hampton (1305007) TV,2021A00051305007,124,1.7,,1.4,,1.7,,1.7,,1.4,,2.3,,1.4,,2.3,,2.3,,2.3,,1.4,,1.4,,0.0,,0.0,,3.1,,3.5,,2.8,,3.8,,0.0,,0.0,
2021,Rothesay (1305008) P,2021A00051305008,125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Westfield (1305011) P,2021A00051305011,126,2.3,,2.3,,2.3,,2.3,,2.3,,5.1,,2.3,,2.3,,1.7,,1.7,,2.3,,2.3,,0.0,,0.0,,4.8,,5.4,,7.2,,10.2,,0.0,,0.0,
2021,Kingston (1305014) P,2021A00051305014,127,1.8,,1.8,,1.5,,1.5,,1.8,,4.1,,1.8,,2.2,,2.6,,2.6,,1.5,,1.5,,0.0,,0.0,,5.2,,5.6,,8.4,,8.8,,0.0,,0.0,
2021,Grand Bay-Westfield (1305015) TV,2021A00051305015,128,2.8,,2.8,,2.0,,2.0,,2.3,,3.8,,2.3,,2.8,,2.0,,2.0,,2.5,,2.5,,0.0,,0.0,,3.9,,3.9,,5.1,,5.9,,0.0,,0.0,
2021,Norton (1305016) P,2021A00051305016,129,0.0,,0.0,,1.9,,0.0,,0.0,,0.0,,1.9,,1.9,,1.9,,1.9,,1.9,,1.9,,0.0,,0.0,,4.2,,4.2,,4.2,,4.2,,0.0,,0.0,
2021,Greenwich (1305038) P,2021A00051305038,130,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.1,,2.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.8,,9.3,,0.0,,0.0,
2021,Rothesay (1305045) TV,2021A00051305045,131,1.5,,1.2,,1.5,,1.3,,1.4,,3.0,,1.4,,1.5,,1.8,,1.8,,1.3,,1.3,,1.6,,1.6,,2.4,,2.4,,3.3,,3.9,,0.0,,0.0,
2021,Quispamsis (1305057) TV,2021A00051305057,132,2.3,,2.1,,2.3,,2.4,,2.1,,3.2,,2.2,,2.5,,2.2,,2.2,,2.0,,2.0,,16.9,,16.9,,2.4,,2.5,,2.7,,3.4,,0.0,,0.0,
2021,"Fredericton (CMA), N.B.",2021S0503320,133,2.7,,2.5,,2.5,,2.3,,2.5,,4.5,,2.5,,2.8,,3.1,,3.1,,2.5,,2.5,,4.0,,4.2,,3.9,,4.0,,4.9,,6.0,,32.4,,32.4,
2021,Gladstone (1303004) P,2021A00051303004,134,5.0,,5.0,,5.1,,5.1,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,0.0,,0.0,,13.5,,13.5,,8.1,,8.1,,0.0,,0.0,
2021,Tracy (1303005) VL,2021A00051303005,135,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.3,,0.0,,0.0,
2021,Lincoln (1303008) P,2021A00051303008,136,3.1,,2.9,,3.2,,3.1,,2.8,,7.3,,2.8,,3.9,,3.1,,3.1,,2.8,,2.8,,0.0,,0.0,,4.7,,4.7,,5.2,,6.8,,0.0,,0.0,
2021,Maugerville (1303016) P,2021A00051303016,137,4.9,,3.5,,3.5,,3.5,,3.5,,5.6,,3.5,,4.9,,4.2,,4.2,,4.2,,4.2,,0.0,,0.0,,8.5,,8.5,,8.5,,9.2,,0.0,,0.0,
2021,New Maryland (1310001) P,2021A00051310001,138,1.4,,1.0,,1.0,,1.0,,1.0,,1.9,,1.0,,1.0,,2.4,,2.4,,1.4,,1.4,,0.0,,0.0,,4.5,,4.5,,5.5,,6.0,,0.0,,0.0,
2021,New Maryland (1310002) VL,2021A00051310002,139,0.0,,0.0,,0.7,,0.7,,0.7,,2.3,,0.7,,1.0,,0.7,,0.7,,0.7,,0.7,,0.0,,0.0,,2.1,,2.1,,2.1,,2.1,,0.0,,0.0,
2021,Manners Sutton (1310004) P,2021A00051310004,140,1.8,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,1.2,,0.0,,0.0,,4.6,,4.6,,6.6,,6.6,,0.0,,0.0,
2021,Harvey (1310005) VL,2021A00051310005,141,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Prince William (1310016) P,2021A00051310016,142,0.0,,0.0,,0.0,,0.0,,0.0,,2.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.9,,8.2,,0.0,,0.0,
2021,Hanwell (1310017) RCR,2021A00051310017,143,1.1,,1.1,,1.4,,1.7,,1.1,,3.3,,1.1,,1.1,,1.1,,1.1,,1.1,,1.1,,0.0,,0.0,,2.0,,2.3,,3.5,,4.4,,0.0,,0.0,
2021,Kingsclear (1310018) P,2021A00051310018,144,2.3,,2.3,,1.8,,1.8,,2.3,,2.3,,2.3,,2.3,,1.8,,1.8,,2.8,,2.8,,0.0,,0.0,,4.8,,4.8,,6.3,,7.2,,0.0,,0.0,
2021,Kingsclear 6 (1310019) IRI,2021A00051310019,145,35.0,,32.5,,32.5,,32.5,,30.0,,32.5,,30.0,,30.0,,30.0,,30.0,,32.5,,32.5,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,41.7,,41.7,
2021,Queensbury (1310021) P,2021A00051310021,146,2.8,,2.8,,2.9,,2.9,,2.8,,3.7,,2.8,,2.8,,2.8,,2.8,,2.8,,2.8,,0.0,,0.0,,6.3,,6.3,,8.4,,9.5,,0.0,,0.0,
2021,Bright (1310026) P,2021A00051310026,147,4.1,,3.3,,3.7,,3.7,,3.7,,3.7,,3.7,,3.7,,4.4,,4.4,,4.1,,4.1,,0.0,,0.0,,6.5,,6.5,,8.9,,10.9,,0.0,,0.0,
2021,Douglas (1310028) P,2021A00051310028,148,2.2,,2.2,,2.2,,2.0,,2.0,,3.7,,2.0,,2.4,,2.2,,2.2,,2.0,,2.0,,0.0,,0.0,,4.5,,4.5,,6.2,,8.4,,0.0,,0.0,
2021,Saint Marys (1310031) P,2021A00051310031,149,3.1,,2.6,,2.8,,2.8,,3.3,,4.9,,3.1,,3.6,,3.6,,3.6,,3.1,,3.1,,0.0,,0.0,,6.0,,6.0,,7.4,,9.3,,0.0,,0.0,
2021,Fredericton (1310032) C,2021A00051310032,150,2.3,,2.1,,2.2,,1.8,,2.2,,4.3,,2.2,,2.5,,3.0,,3.0,,2.2,,2.2,,3.8,,4.0,,3.0,,3.2,,3.9,,4.8,,0.0,,0.0,
2021,Devon 30 (1310034) IRI,2021A00051310034,151,26.4,,31.9,,26.4,,26.4,,26.4,,30.6,,27.8,,27.8,,27.8,,27.8,,26.4,,26.4,,0.0,,0.0,,0.0,,0.0,,50.0,,50.0,,29.2,,27.7,
2021,"Bathurst (CA), N.B.",2021S0504328,152,3.9,,3.3,,3.9,,3.5,,3.6,,5.4,,3.5,,3.9,,4.7,,4.7,,3.6,,3.6,,8.3,,8.7,,5.6,,5.9,,7.3,,8.5,,42.9,,42.9,
2021,Bathurst (1315008) P,2021A00051315008,153,1.7,,1.4,,2.4,,1.9,,2.1,,3.3,,1.9,,3.1,,2.6,,2.6,,1.9,,1.9,,0.0,,0.0,,6.3,,6.5,,8.6,,9.4,,0.0,,0.0,
2021,Pabineau 11 (1315010) IRI,2021A00051315010,154,41.7,,41.7,,33.3,,41.7,,41.7,,41.7,,41.7,,41.7,,41.7,,41.7,,41.7,,41.7,,0.0,,0.0,,66.7,,66.7,,0.0,,66.7,,42.9,,42.9,
2021,Bathurst (1315011) C,2021A00051315011,155,4.5,,3.8,,4.4,,3.7,,3.9,,6.5,,3.7,,4.1,,5.4,,5.4,,4.0,,4.0,,9.1,,9.1,,5.5,,5.8,,6.7,,8.5,,0.0,,0.0,
2021,Beresford (1315012) P,2021A00051315012,156,3.2,,2.8,,3.7,,3.4,,3.2,,4.1,,3.0,,3.4,,3.9,,3.9,,2.8,,2.8,,9.6,,13.5,,5.6,,6.2,,8.3,,9.1,,0.0,,0.0,
2021,Pointe-Verte (1315013) VL,2021A00051315013,157,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.5,,2.5,,0.0,,0.0,,0.0,,0.0,,5.6,,5.6,,7.0,,8.5,,0.0,,0.0,
2021,Petit-Rocher (1315014) VL,2021A00051315014,158,2.8,,2.2,,2.8,,2.2,,3.4,,4.5,,2.8,,2.8,,3.9,,3.9,,2.8,,2.8,,4.7,,4.7,,3.5,,3.5,,3.5,,5.3,,0.0,,0.0,
2021,Beresford (1315015) TV,2021A00051315015,159,5.2,,4.5,,4.5,,5.0,,4.5,,6.0,,5.0,,5.0,,5.5,,5.5,,4.5,,4.5,,9.8,,10.7,,5.9,,5.9,,7.6,,7.9,,0.0,,0.0,
2021,Nigadoo (1315037) VL,2021A00051315037,160,4.5,,3.4,,4.5,,4.5,,3.4,,4.5,,3.4,,3.4,,5.7,,5.7,,4.6,,4.6,,0.0,,0.0,,0.0,,0.0,,0.0,,4.1,,0.0,,0.0,
2021,"Miramichi (CA), N.B.",2021S0504329,161,2.8,,2.7,,2.9,,2.6,,2.9,,4.5,,2.8,,3.0,,3.6,,3.6,,2.8,,2.8,,5.6,,5.6,,4.8,,4.9,,6.9,,7.9,,19.2,,19.2,
2021,Glenelg (1309004) P,2021A00051309004,162,2.3,,1.5,,2.3,,2.3,,1.5,,3.1,,1.5,,1.5,,1.5,,1.5,,1.5,,1.5,,0.0,,0.0,,5.9,,5.9,,8.5,,8.5,,0.0,,0.0,
2021,Chatham (1309006) P,2021A00051309006,163,0.0,,0.0,,0.0,,0.0,,4.5,,9.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Derby (1309011) P,2021A00051309011,164,0.0,,0.0,,0.0,,0.0,,0.0,,2.4,,0.0,,0.0,,4.8,,4.8,,2.4,,2.4,,0.0,,0.0,,9.3,,9.3,,13.3,,16.0,,0.0,,0.0,
2021,Nelson (1309014) P,2021A00051309014,165,3.7,,3.7,,4.9,,3.7,,3.7,,6.2,,3.7,,3.7,,3.7,,3.7,,3.7,,3.7,,0.0,,0.0,,5.5,,5.5,,9.6,,12.3,,0.0,,0.0,
2021,Red Bank 4 (1309023) IRI,2021A00051309023,166,13.2,,21.1,,13.2,,13.2,,13.2,,15.8,,13.2,,15.8,,13.2,,13.2,,13.2,,13.2,,0.0,,0.0,,0.0,,0.0,,50.0,,50.0,,15.2,,15.2,
2021,Southesk (1309026) P,2021A00051309026,167,2.8,,2.8,,2.8,,2.8,,2.8,,2.8,,2.8,,2.8,,2.8,,2.8,,2.1,,2.1,,0.0,,0.0,,5.3,,5.3,,8.3,,8.3,,0.0,,0.0,
2021,Northesk (1309028) P,2021A00051309028,168,3.1,,3.1,,4.1,,3.6,,2.6,,4.1,,2.6,,2.6,,2.6,,2.6,,3.1,,3.1,,0.0,,0.0,,6.9,,6.9,,6.9,,7.4,,0.0,,0.0,
2021,Newcastle (1309031) P,2021A00051309031,169,2.0,,2.0,,2.0,,2.0,,2.0,,3.1,,2.0,,2.0,,3.1,,3.1,,3.1,,3.1,,0.0,,0.0,,4.3,,4.3,,9.7,,11.8,,0.0,,0.0,
2021,Big Hole Tract 8 (North Half) (1309033) IRI,2021A00051309033,170,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,Big Hole Tract 8 (South Half) (1309034) IRI,2021A00051309034,171,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,Eel Ground 2 (1309035) IRI,2021A00051309035,172,21.7,,23.9,,23.9,,23.9,,23.9,,23.9,,23.9,,23.9,,26.1,,26.1,,23.9,,23.9,,0.0,,0.0,,22.2,,22.2,,33.3,,33.3,,25.0,,25.0,
2021,Miramichi (1309050) C,2021A00051309050,173,2.0,,1.8,,1.9,,1.6,,2.2,,4.1,,2.1,,2.4,,3.1,,3.1,,2.1,,2.1,,5.2,,5.4,,3.9,,3.9,,5.7,,6.6,,0.0,,0.0,
2021,"Campbellton (CA), N.B./Que.",2021S0504330,174,4.4,,3.8,,4.5,,3.8,,4.3,,6.6,,4.2,,4.4,,6.5,,6.5,,4.3,,4.3,,9.0,,10.0,,6.1,,6.1,,8.7,,9.7,,0.0,,0.0,
2021,Addington (1314012) P,2021A00051314012,175,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.1,,12.9,,0.0,,0.0,
2021,Atholville (1314013) VL,2021A00051314013,176,3.4,,3.4,,4.0,,3.7,,3.4,,4.4,,3.4,,3.4,,4.0,,4.0,,3.0,,3.0,,0.0,,8.5,,7.5,,7.5,,10.7,,11.5,,0.0,,0.0,
2021,Campbellton (1314014) C,2021A00051314014,177,6.0,,5.1,,6.0,,4.9,,6.0,,9.5,,5.7,,5.8,,9.2,,9.2,,6.1,,6.1,,10.3,,10.6,,6.9,,7.1,,9.1,,9.7,,0.0,,0.0,
2021,Tide Head (1314015) VL,2021A00051314015,178,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.4,,2.4,,0.0,,0.0,,0.0,,0.0,,3.9,,3.9,,3.9,,3.9,,0.0,,0.0,
2021,Pointe-à-la-Croix (2406030) MÉ,2021A00052406030,179,3.9,,3.1,,3.1,,3.1,,3.1,,3.1,,3.1,,3.1,,3.9,,3.9,,2.3,,2.3,,0.0,,0.0,,0.0,,0.0,,4.5,,6.8,,0.0,,0.0,
2021,Listuguj (2406804) IRI,2021A00052406804,180,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,"Edmundston (CA), N.B.",2021S0504335,181,2.4,,1.9,,2.4,,2.1,,2.0,,3.2,,2.1,,2.3,,4.3,,4.3,,2.2,,2.2,,5.9,,6.1,,4.5,,4.9,,5.7,,7.4,,40.0,,0.0,
2021,Rivière-Verte (1313014) VL,2021A00051313014,182,4.2,,2.8,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,2.8,,2.8,,0.0,,0.0,,3.4,,3.4,,8.5,,8.5,,0.0,,0.0,
2021,Rivière-Verte (1313015) P,2021A00051313015,183,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.4,,11.1,,0.0,,0.0,
2021,Saint-Basile (1313018) P,2021A00051313018,184,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,5.0,,8.3,,10.0,,0.0,,0.0,
2021,St. Basile 10 (1313020) IRI,2021A00051313020,185,8.3,,11.1,,8.3,,8.3,,8.3,,11.1,,8.3,,11.1,,13.9,,13.9,,13.9,,13.9,,0.0,,0.0,,13.6,,13.6,,13.6,,13.6,,40.0,,0.0,
2021,Saint-Joseph (1313022) P,2021A00051313022,186,2.2,,2.2,,2.2,,2.2,,2.2,,3.7,,2.2,,3.7,,2.2,,2.2,,3.7,,3.7,,0.0,,0.0,,5.8,,6.6,,7.4,,9.9,,0.0,,0.0,
2021,Saint-Jacques (1313024) P,2021A00051313024,187,1.4,,1.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.8,,3.8,,5.4,,5.4,,0.0,,0.0,
2021,Edmundston (1313027) C,2021A00051313027,188,2.5,,1.8,,2.6,,2.1,,2.1,,3.5,,2.1,,2.5,,4.9,,4.9,,2.1,,2.1,,5.6,,6.0,,4.2,,4.6,,5.1,,6.6,,0.0,,0.0,
2021,Quebec,2021A000224,189,2.7,,2.4,,2.7,,2.2,,2.5,,3.9,,2.5,,2.7,,3.6,,3.6,,2.7,,2.7,,4.5,,4.7,,4.1,,4.2,,5.2,,6.6,,47.2,,47.5,
2021,"Matane (CA), Que.",2021S0504403,190,2.8,,2.0,,2.9,,2.6,,2.5,,4.1,,2.5,,2.9,,4.0,,4.0,,2.9,,2.9,,6.1,,6.6,,4.2,,4.4,,6.4,,7.5,,0.0,,0.0,
2021,Sainte-Félicité (2408023) MÉ,2021A00052408023,191,2.0,,2.0,,0.0,,0.0,,2.0,,3.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.0,,2.5,,2.5,,7.4,,8.6,,0.0,,0.0,
2021,Saint-Adelme (2408030) PE,2021A00052408030,192,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.5,,9.5,,11.9,,14.3,,0.0,,0.0,
2021,Saint-René-de-Matane (2408035) MÉ,2021A00052408035,193,3.1,,2.1,,6.3,,4.2,,3.1,,3.1,,3.1,,3.1,,5.2,,5.2,,2.1,,2.1,,0.0,,0.0,,0.0,,0.0,,4.6,,5.7,,0.0,,0.0,
2021,Matane (2408053) V,2021A00052408053,194,3.1,,2.1,,3.1,,2.7,,2.6,,4.4,,2.6,,3.1,,4.3,,4.3,,3.3,,3.3,,6.3,,6.8,,4.1,,4.2,,6.0,,7.2,,0.0,,0.0,
2021,Saint-Léandre (2408065) PE,2021A00052408065,195,5.3,,5.3,,5.7,,5.7,,5.3,,5.3,,5.3,,5.3,,5.3,,5.3,,5.4,,5.4,,0.0,,0.0,,0.0,,0.0,,0.0,,13.3,,0.0,,0.0,
2021,Saint-Ulric (2408073) MÉ,2021A00052408073,196,0.0,,0.0,,0.0,,0.0,,0.0,,2.6,,0.0,,0.0,,1.9,,1.9,,1.3,,1.3,,0.0,,0.0,,5.2,,5.2,,6.7,,6.7,,0.0,,0.0,
2021,"Rimouski (CA), Que.",2021S0504404,197,2.3,,1.7,,2.2,,1.7,,2.0,,3.4,,2.1,,2.3,,2.6,,2.6,,2.2,,2.2,,4.0,,4.1,,3.6,,3.8,,5.0,,6.0,,0.0,,0.0,
2021,Saint-Narcisse-de-Rimouski (2410015) PE,2021A00052410015,198,4.0,,4.0,,4.1,,4.1,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,23.5,,23.5,,3.8,,3.8,,5.0,,5.0,,0.0,,0.0,
2021,Saint-Anaclet-de-Lessard (2410030) PE,2021A00052410030,199,2.4,,2.4,,2.8,,2.4,,2.4,,2.7,,2.4,,2.4,,3.1,,3.1,,2.4,,2.4,,10.9,,10.9,,5.9,,5.9,,7.4,,8.9,,0.0,,0.0,
2021,Rimouski (2410043) V,2021A00052410043,200,2.2,,1.6,,2.1,,1.7,,2.0,,3.4,,2.0,,2.3,,2.5,,2.5,,2.2,,2.2,,3.7,,3.8,,3.2,,3.4,,4.7,,5.6,,0.0,,0.0,
2021,Saint-Valérien (2410060) PE,2021A00052410060,201,2.6,,2.6,,2.7,,2.7,,0.0,,2.6,,2.6,,2.6,,3.9,,3.9,,2.6,,2.6,,0.0,,0.0,,8.8,,8.8,,10.3,,13.2,,0.0,,0.0,
